formula,bg,formation_energy,mp-id
Ba2SnS3F2,2.92677,-2.481345934375,mp-17918
GeP2O7,4.98462,-2.480163571928557,mp-28883
ZnP4O11,6.03166,-2.479171899441964,mp-15438
K6Si2O7,5.51517,-2.478708671899999,mp-30990
NaGe2(PO4)3,4.92638,-2.477459963628215,mp-542919
InPO4,3.5628800000000003,-2.471440718551586,mp-7566
Sr2SnS3F2,2.6851599999999998,-2.467599055312499,mp-17676
Sr2PbO4,1.98505,-2.4660533835714302,mp-20944
Si3(BiO3)4,4.70664,-2.464400844999974,mp-23331
GeF4,7.2707299999999995,-2.463361219999999,mp-9816
Ba4NaCu(CO5)2,1.57832,-2.459740442854406,mp-6841
InBO3,3.59261,-2.458591821166667,mp-7027
CdF2,4.30178,-2.457565739999999,mp-241
Nb2Cd2O7,2.8986,-2.454334292272726,mp-5472
Ba2BiSbO6,2.393,-2.453007172999998,mp-23127
Ba2CuClO2,0.655531,-2.449774615,mp-551456
YBi2ClO4,2.24311,-2.448777372500001,mp-552604
Y2C(NO)2,5.08192,-2.4484711107142862,mp-546864
Sr2I2O,4.23284,-2.4442030669999992,mp-551203
AlAsO4,5.5216400000000005,-2.443003532916666,mp-7849
Rb2PtF6,3.2276599999999998,-2.440364056111109,mp-8192
Cs2HgF4,3.20674,-2.439617690258624,mp-8963
P2O5,6.7025,-2.43823965132653,mp-2452
CaS,3.30329,-2.436088926406249,mp-1672
Bi3B5O12,4.24695,-2.435378658541668,mp-23549
SrZnO2,2.9609099999999997,-2.43478201625,mp-5637
CaBiClO2,4.219720000000001,-2.432455363,mp-553025
